algorithm,alpha_ols,alpha_ols_ci95,alpha_theil_sen,bootstrap_ci95,bootstrap_resamples,bootstrap_seed,censored_target_sizes,claim_status,comparison,distribution_ns,excluded_sizes,failure_count,family,fit_independent_range,fit_target_size_range,geometric_mean_ratio,independent_variable,independent_variable_definition,invalid_count,median_ratio,median_ratio_by_target_size,observed_count,paired_count,planned_count,r_squared,ratio_distribution,record_type,residuals_log_time,sample_count,size_level_count,size_levels,stable_crossover_target_size,success_count,timeout_count,unsupported_count
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,sparse-conflict,"[null,null]",,,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,0,,,,,
compact-mrd,0.11041747352973069,"[0.09593263102016439,0.11977660611301633]",0.10464752088598807,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,comb-staircase,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.508815392240678,,fit,"[0.008134362117640848,-0.032416713669654484,-0.03468455079002197,0.027134136602469994,0.13803646775424383,-0.10620370201467111]",,6,,,,,
compact-mrd,0.0649769209014812,"[0.056160193433112585,0.06997157007491055]",0.0645953274088277,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,comb-staircase,"[361.0,9180.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.6498520378687528,,fit,"[0.008513716412892336,0.009743080056999531,-0.046087793667677346,0.008870431630256803,0.11256352473522568,-0.0936029591676899]",,6,,,,,
compact-mrd,0.13226389798671867,"[0.11342912466146442,0.14232319423378784]",0.12117223630807193,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,comb-staircase,"[56.0,362.0]","[18,135]",,B,boundary_size_b,,,,,,,0.7246593699945965,,fit,"[-0.001937734956161563,0.03914534312999862,-0.06022034171843771,-0.006714198271243532,0.09569503618316588,-0.06596810436733236]",,6,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[17.0,89.0]","[18,90]",,q,q,,,,,,,,,fit,[],,4,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[36.0,180.0]","[18,90]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,0.09872642542269212,"[0.0893372500290035,0.11063515367629277]",0.12143642191008695,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,comb-staircase,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.538669661330657,,fit,"[0.007170047418089354,-0.03655865966517169,-0.02319081203070894,0.03451226557525189,0.11003190690638576,-0.09196474820384992]",,6,,,,,
explicit-hopcroft-karp,0.058416303543178366,"[0.05350435416507192,0.06476181393416715]",0.03496166163337581,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,comb-staircase,"[361.0,9180.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.6955613414616113,,fit,"[0.008056387171368584,0.001669702359997416,-0.033330485570768786,0.017984907993938037,0.08680330469010755,-0.08118381664464636]",,6,,,,,
explicit-hopcroft-karp,0.11933456864241677,"[0.10957706246565856,0.13156101161065506]",0.10242290656820621,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,comb-staircase,"[56.0,362.0]","[18,135]",,B,boundary_size_b,,,,,,,0.7811867583010127,,fit,"[-0.0010153382865389915,0.028546219045846755,-0.04604475000054009,0.0037945465982645032,0.07128750392971739,-0.056568181286753116]",,6,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[17.0,89.0]","[18,90]",,q,q,,,,,,,,,fit,[],,4,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[36.0,180.0]","[18,90]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,4,,,,,
explicit-c0-flow,0.10609467238677961,"[0.09811212306180656,0.11816762162683703]",0.12521691260695025,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,comb-staircase,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.5820232804783085,,fit,"[-0.0017122234687292348,-0.02508632113040221,-0.016236327950611695,0.021310433714145205,0.11417347240948317,-0.09244903357388878]",,6,,,,,
explicit-c0-flow,0.06135180251884419,"[0.057068682236744696,0.0683198702370747]",0.05733387180102517,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,comb-staircase,"[361.0,9180.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.7178264540562704,,fit,"[-0.0032014061573910624,0.01361900488726775,-0.027383500805392202,0.004430585830970557,0.09123163205644502,-0.07869631581190006]",,6,,,,,
explicit-c0-flow,0.12326726839165458,"[0.11483636258119327,0.13762837391525573]",0.10196791474167499,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,comb-staircase,"[56.0,362.0]","[18,135]",,B,boundary_size_b,,,,,,,0.7798577562954236,,fit,"[-0.014304195678352727,0.03969563425548017,-0.040694643636026484,-0.00960245111400937,0.07663774693830305,-0.0517320907653982]",,6,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[17.0,89.0]","[18,90]",,q,q,,,,,,,,,fit,[],,4,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
explicit-c0-flow,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[36.0,180.0]","[18,90]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,4,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[null,null]",,,target_size,predeclared target size,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[null,null]",,,N,foreground_cells_n,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[null,null]",,,B,boundary_size_b,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[null,null]",,,q,q,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":8,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":12,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":18,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":27,""timeout"":0,""unsupported"":31},{""error"":0,""target_size"":40,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,comb-staircase,"[null,null]",,,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,0,,,,,
compact-mrd,0.01750056626369358,"[0.006616442082089493,0.02857506258602504]",0.017293229375311688,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.6917817779515657,,fit,"[0.008875978744050883,-0.011629756847181483,0.004729077136886417,-0.0016989531256825785,-0.008734560929450907,0.008458215021381221]",,6,,,,,
compact-mrd,0.0186796192210653,"[0.007074355245933015,0.03050085061174371]",0.018384912329762457,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[269.0,1790.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.699743688095974,,fit,"[0.00868019248710894,-0.01147537009352817,0.00497878771755822,-0.0015304568406193653,-0.008774799716501747,0.008121646445985675]",,6,,,,,
compact-mrd,0.017944089211687247,"[0.006790715890044944,0.02929923299224664]",0.017703433849376518,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[76.0,544.0]","[18,135]",,B,boundary_size_b,,,,,,,0.6949367357836231,,fit,"[0.008800562879724083,-0.011567403001080834,0.004826605383847493,-0.0016347747844029925,-0.00875189164571566,0.008326901167624357]",,6,,,,,
compact-mrd,0.01704956982985197,"[0.00647023854303043,0.0278015269822915]",0.016876747851294102,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[34.0,268.0]","[18,135]",,q,q,,,,,,,0.6883542404203603,,fit,"[0.008954838867197168,-0.011699103417011969,0.004625192750459917,-0.0017650777920970029,-0.008713876446655888,0.008598026038107776]",,6,,,,,
compact-mrd,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,supported-holes,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
compact-mrd,0.017276051909091907,"[0.006545546237147236,0.02819921091006736]",0.017085812907283483,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[70.0,538.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.6901043469378186,,fit,"[0.00891496451877316,-0.01166349360799046,0.004677969513227964,-0.0017317693909433274,-0.008724669109884786,0.008526998076810344]",,6,,,,,
explicit-hopcroft-karp,0.023033773808443847,"[0.00830337639464091,0.0354848180782922]",0.023399799032815624,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.7094996594450715,,fit,"[0.014463656856065654,-0.017145323471659424,0.0018876833225505152,-0.00794326906854792,0.006404337667525795,0.0023329146940618273]",,6,,,,,
explicit-hopcroft-karp,0.024599034879550456,"[0.008898663422863034,0.038016313165155566]",0.024306864591702757,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[269.0,1790.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.7184493704345116,,fit,"[0.014218471296413071,-0.01693446826448408,0.002219126756909162,-0.007723875215795317,0.006343750890831501,0.0018769945361185592]",,6,,,,,
explicit-hopcroft-karp,0.023623043391991127,"[0.008529288810750723,0.036455593230080456]",0.02373764821068311,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[76.0,544.0]","[18,135]",,B,boundary_size_b,,,,,,,0.71306842511346,,fit,"[0.01436978256845478,-0.017060008136827065,0.0020171903927987955,-0.007859848012248705,0.006378272125949991,0.0021546110618722025]",,6,,,,,
explicit-hopcroft-karp,0.022433978251595495,"[0.00808764212270063,0.03454448134051255]",0.023060771225293434,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[34.0,268.0]","[18,135]",,q,q,,,,,,,0.7055938868617871,,fit,"[0.01456101707167079,-0.01724039200155758,0.0017496734471755815,-0.008029011400537911,0.006435402561667303,0.0025233103215818176]",,6,,,,,
explicit-hopcroft-karp,,,,,10000,20260804,[],insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,supported-holes,"[null,null]",,,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,0,,,,,
explicit-hopcroft-karp,0.022735260630905026,"[0.008190656655836341,0.035017016548233325]",0.023230436149690316,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[70.0,538.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.7075916789960425,,fit,"[0.014511893061232684,-0.01719155230294689,0.001819794259262153,-0.007985849008644408,0.006419199229132033,0.0024265147619573213]",,6,,,,,
explicit-c0-flow,0.016375260425360437,"[0.008069219955274414,0.027576526366564186]",0.017505490041719002,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.6565819390570022,,fit,"[0.005955367412514789,-0.008070940986009134,0.008380741817290982,-0.006679398805676584,-0.009341317276160055,0.009755547838043555]",,6,,,,,
explicit-c0-flow,0.017468901082438947,"[0.008715752427185097,0.029449512429155753]",0.01818406967763882,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[269.0,1790.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.6634095338922518,,fit,"[0.00576323057016026,-0.007931955284909975,0.008612407205095707,-0.006520037844264692,-0.009373516267949356,0.009449871621882266]",,6,,,,,
explicit-c0-flow,0.016786355824951086,"[0.008314279505580807,0.028277235425365903]",0.017758236461056544,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[76.0,544.0]","[18,135]",,B,boundary_size_b,,,,,,,0.6592693196780863,,fit,"[0.005880984862969285,-0.00801489697704838,0.008471189060813344,-0.006618604165691266,-0.009355227214761896,0.009636554433718914]",,6,,,,,
explicit-c0-flow,0.01595762923976877,"[0.007831995728576709,0.026883325576224557]",0.017251861884480447,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,supported-holes,"[34.0,268.0]","[18,135]",,q,q,,,,,,,0.6536864256680861,,fit,"[0.0060336822065671925,-0.008133157932796564,0.008284437744205064,-0.006742178435242607,-0.00932466440626456,0.009881880823535028]",,6,,,,,
