algorithm,alpha_ols,alpha_ols_ci95,alpha_theil_sen,bootstrap_ci95,bootstrap_resamples,bootstrap_seed,censored_target_sizes,claim_status,comparison,distribution_ns,excluded_sizes,failure_count,family,fit_independent_range,fit_target_size_range,geometric_mean_ratio,independent_variable,independent_variable_definition,invalid_count,median_ratio,median_ratio_by_target_size,observed_count,paired_count,planned_count,r_squared,ratio_distribution,record_type,residuals_log_time,sample_count,size_level_count,size_levels,stable_crossover_target_size,success_count,timeout_count,unsupported_count
explicit-c0-flow,,,,,,,,,,"{""count"":184,""mad"":10343125.5,""max"":549367917,""median"":55636375,""min"":41188917,""q1"":46214510.25,""q3"":86213083.5}",,0,representation-crossover,,,,,,0,,,184,,184,,,distribution,,184,,"[{""B"":132.0,""K"":256.0,""M"":834.0,""N"":4596.0,""process_wall_time_ns"":{""count"":31,""mad"":883416,""max"":47160708,""median"":44119625,""min"":41188917,""q1"":43263500,""q3"":45338291.5},""q"":32.0,""target_size"":8.0},{""B"":196.0,""K"":576.0,""M"":1826.0,""N"":8956.0,""process_wall_time_ns"":{""count"":31,""mad"":724043,""max"":53823875,""median"":45951334,""min"":42736541,""q1"":45353125,""q3"":47690979},""q"":48.0,""target_size"":12.0},{""B"":292.0,""K"":1296.0,""M"":4034.0,""N"":18196.0,""process_wall_time_ns"":{""count"":31,""mad"":851375,""max"":57448875,""median"":50933000,""min"":49643709,""q1"":50316646,""q3"":52178479},""q"":72.0,""target_size"":18.0},{""B"":436.0,""K"":2916.0,""M"":8966.0,""N"":38131.0,""process_wall_time_ns"":{""count"":31,""mad"":1578375,""max"":86798208,""median"":62463375,""min"":59893500,""q1"":60833479,""q3"":63954875},""q"":108.0,""target_size"":27.0},{""B"":644.0,""K"":6400.0,""M"":19522.0,""N"":79796.0,""process_wall_time_ns"":{""count"":15,""mad"":1171042,""max"":86018042,""median"":83409292,""min"":80957250,""q1"":82356187.5,""q3"":84887874.5},""q"":160.0,""target_size"":40.0},{""B"":964.0,""K"":14400.0,""M"":43682.0,""N"":173596.0,""process_wall_time_ns"":{""count"":15,""mad"":1412749,""max"":143859250,""median"":135683083,""min"":132059458,""q1"":134237813,""q3"":136316250},""q"":240.0,""target_size"":60.0},{""B"":1444.0,""K"":32400.0,""M"":97922.0,""N"":381796.0,""process_wall_time_ns"":{""count"":15,""mad"":2530209,""max"":319316000,""median"":258110834,""min"":252856083,""q1"":255597125,""q3"":260895541.5},""q"":360.0,""target_size"":90.0},{""B"":2164.0,""K"":72900.0,""M"":219782.0,""N"":845971.0,""process_wall_time_ns"":{""count"":15,""mad"":12506334,""max"":549367917,""median"":536861583,""min"":511907125,""q1"":515858187.5,""q3"":543757312.5},""q"":540.0,""target_size"":135.0}]",,184,0,0
exact-cover-oracle,,,,,,,,,,,,0,representation-crossover,,,,,,0,,,184,,184,,,distribution,,0,,[],,0,0,184
,,,,"[1.0001320543469958,1.0058095470936985]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,random-connected,,,0.9995739955119166,,,,1.0028181829254783,"{""8"":1.0091533576987781,""12"":1.0026079503501106,""18"":1.0026751934684215,""27"":1.0031190935410716,""40"":0.9964573653061907,""60"":1.007323571320923,""90"":0.9988932938182974,""135"":1.023992864425262}",,184,,,"{""count"":184,""mad"":0.013272771041399789,""max"":1.128277073116681,""median"":1.0028181829254783,""min"":0.7469889425502024,""q1"":0.9894070055311917,""q3"":1.0155418494799175}",paired,,,,,,,,
,,,,"[0.9979047384983625,1.0166970859115139]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,dense-conflict,,,1.0036781277513573,,,,1.0082429653613074,"{""8"":0.9986883953083792,""12"":0.9940431326052604,""18"":1.0284680977458533,""27"":0.9998343619262556,""40"":0.9860596296119383,""60"":1.0527184517866426,""90"":1.0171836418867268,""135"":1.007623170548188}",,184,,,"{""count"":184,""mad"":0.0331109930703436,""max"":1.1972802018183024,""median"":1.0082429653613074,""min"":0.7022816437959899,""q1"":0.9732032758466792,""q3"":1.0403930363914222}",paired,,,,,,,,
,,,,"[0.9957182841147929,1.010875846501687]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,sparse-conflict,,,0.99356082788617,,,,1.0038392614537486,"{""8"":0.9956319740791635,""12"":0.9851523634707794,""18"":1.0081040421903245,""27"":1.0109373093358516,""40"":1.0119852073286335,""60"":0.9847779924319461,""90"":1.0035358498757796,""135"":1.0197612788412185}",,184,,,"{""count"":184,""mad"":0.03446257706577499,""max"":1.6923746461421716,""median"":1.0038392614537486,""min"":0.5871597812992937,""q1"":0.9668252888106172,""q3"":1.0335251073234006}",paired,,,,,,,,
,,,,"[0.9890381846491341,1.0026373608647692]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,comb-staircase,,,1.0018880283111888,,,,0.9933536692402649,"{""8"":0.99208902694257,""12"":0.9927122146769978,""18"":0.9877812769044947,""27"":1.003887541636356,""40"":0.9826245995954528,""60"":1.011438583883928,""90"":1.012851017921912,""135"":0.9913569379340684}",,184,,,"{""count"":184,""mad"":0.02745214226001036,""max"":1.71331203773896,""median"":0.9933536692402649,""min"":0.6188851413622768,""q1"":0.9714358237219216,""q3"":1.0249778224451593}",paired,,,,,,,,
,,,,"[0.9957756436304249,1.005867397445598]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,supported-holes,,,1.0004243002365787,,,,0.9999879437433136,"{""8"":0.999938214638908,""12"":0.9971962368542099,""18"":0.9972795283201237,""27"":1.0017996062726209,""40"":1.0000376728477192,""60"":1.0062878755638986,""90"":0.9947069350622022,""135"":1.0121188979246485}",,184,,,"{""count"":184,""mad"":0.022043575637393287,""max"":2.1392781465131323,""median"":0.9999879437433136,""min"":0.4600763234431024,""q1"":0.9753737319906519,""q3"":1.0198981125227131}",paired,,,,,,,,
,,,,"[1.0004386106759555,1.0109932000107573]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,polyomino,,,1.0022705621214074,,,,1.0067628233759072,"{""8"":1.0007964490624877,""12"":0.9930929287697203,""18"":1.0112259437661357,""27"":1.0115431056824455,""40"":1.013564972915841,""60"":0.9966173629915914,""90"":1.0161347658840696,""135"":1.0108133603341358}",,184,,,"{""count"":184,""mad"":0.01712679711751125,""max"":1.3138166591935523,""median"":1.0067628233759072,""min"":0.8156607308211161,""q1"":0.986860455493342,""q3"":1.0213235869573172}",paired,,,,,,,,
,,,,"[0.9913661241174102,1.0006855610028014]",10000,20260804,,,compact-mrd / explicit-hopcroft-karp process wall time,,,,representation-crossover,,,0.9940322291069331,,,,0.9956874697805711,"{""8"":1.0136297689374485,""12"":1.0007267871557646,""18"":0.9953601313025083,""27"":0.9964813834406715,""40"":1.0035930609028412,""60"":0.9853463293573844,""90"":0.9800610169282388,""135"":0.9909689592320867}",,184,,,"{""count"":184,""mad"":0.020600830897068767,""max"":1.2114924003862386,""median"":0.9956874697805711,""min"":0.7445699324140269,""q1"":0.9735207886999252,""q3"":1.015325565634482}",paired,,,,,60,,,
compact-mrd,0.04434009749570055,"[0.027035090728517137,0.06077427855909987]",0.04439507772928111,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.7977303322908056,,fit,"[0.015643457862744015,0.002646976827215042,-0.021056383606168794,-0.02040380700679023,0.015731945135105008,0.007437810787898513]",,6,,,,,
compact-mrd,0.04434009749570055,"[0.027035090728517137,0.06077427855909987]",0.04439507772928111,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,135.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.7977303322908056,,fit,"[0.015643457862744015,0.002646976827215042,-0.021056383606168794,-0.02040380700679023,0.015731945135105008,0.007437810787898513]",,6,,,,,
compact-mrd,0.08374181207180358,"[0.049041002066906626,0.11695329512118939]",0.07403640618717292,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[16.0,48.0]","[18,135]",,B,boundary_size_b,,,,,,,0.8334179168311904,,fit,"[0.018899069594308315,-0.002786941521492281,-0.023052167041829108,-0.010627163894948666,0.00953256778669953,0.008034635077265762]",,6,,,,,
compact-mrd,0.06924074229852356,"[0.037615399631423414,0.09833941100381606]",0.06476512424199948,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[4.0,14.0]","[18,135]",,q,q,,,,,,,0.7233485588207671,,fit,"[0.017336080825224087,-0.016430250344306785,-0.03195187684642775,0.0065983824201119035,0.012718471682529042,0.011729192262880161]",,6,,,,,
compact-mrd,0.03484558385698061,"[0.012769472139217463,0.05500567402826938]",0.033093646366556394,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[3.0,20.0]","[18,135]",,K,explicit_conflict_edge_count_k,,,,,,,0.5167936735520127,,fit,"[0.0018994289815132959,-0.02264327827535695,-0.03767629001713502,0.019236435637960625,0.007244296684380203,0.0319394069886485]",,6,,,,,
compact-mrd,0.058007508927385765,"[0.02688512867275528,0.08595867512116515]",0.0564654645647092,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[19.0,66.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.6976541275157269,,fit,"[0.007079237537411132,-0.014434298183925165,-0.03442243609446649,0.01861065207813084,0.006298494279750599,0.01686835038309198]",,6,,,,,
explicit-hopcroft-karp,0.05208830862516297,"[0.03005666671803328,0.06606034419902722]",0.03838251720907008,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.6534170082648194,,fit,"[0.017413608208610043,-0.0033852115862202936,-0.01809446543360238,-0.03308230165867698,0.0473506027844941,-0.010202232314597381]",,6,,,,,
explicit-hopcroft-karp,0.05208830862516297,"[0.03005666671803328,0.06606034419902722]",0.03838251720907008,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,135.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.6534170082648194,,fit,"[0.017413608208610043,-0.0033852115862202936,-0.01809446543360238,-0.03308230165867698,0.0473506027844941,-0.010202232314597381]",,6,,,,,
explicit-hopcroft-karp,0.10211855266992138,"[0.054989114501222965,0.12818062787021464]",0.0827462320798286,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[16.0,48.0]","[18,135]",,B,boundary_size_b,,,,,,,0.7355878233645925,,fit,"[0.023376325203397386,-0.008822537017721288,-0.02011818857621961,-0.021553831971061754,0.038593554161820975,-0.011475321800208604]",,6,,,,,
explicit-hopcroft-karp,0.0863296329458451,"[0.046099372394488705,0.10941359972816042]",0.06173318640912296,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[4.0,14.0]","[18,135]",,q,q,,,,,,,0.6674075028968767,,fit,"[0.02273627170307435,-0.025253981967050976,-0.031018028294166555,-5.038511150701197e-05,0.041663369344348666,-0.008077245674709133]",,6,,,,,
explicit-hopcroft-karp,0.05060936694412159,"[0.019691996455563302,0.06159401688224991]",0.05313584626167937,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[3.0,20.0]","[18,135]",,K,explicit_conflict_edge_count_k,,,,,,,0.6470392293184404,,fit,"[0.009828959860030295,-0.03273107657423324,-0.03968627090854682,0.022045957000774052,0.027586811679704226,0.012955618942267932]",,6,,,,,
explicit-hopcroft-karp,0.07737310049314462,"[0.03671897627805324,0.09586263892713574]",0.0886822385059291,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[19.0,66.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.7367138641985931,,fit,"[0.013082781823886336,-0.02193686006046036,-0.03446332295617438,0.0175560114679989,0.030506470740260028,-0.004745081015506969]",,6,,,,,
explicit-c0-flow,0.05131829717743898,"[0.033730695949475864,0.0654472078313238]",0.04412351058179969,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.7152856409867674,,fit,"[0.014534848592532512,0.002415473159000925,-0.01368598895815154,-0.03745646564006577,0.03415408149785648,3.805134882384209e-05]",,6,,,,,
explicit-c0-flow,0.05131829717743898,"[0.033730695949475864,0.0654472078313238]",0.04412351058179969,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[18.0,135.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.7152856409867674,,fit,"[0.014534848592532512,0.002415473159000925,-0.01368598895815154,-0.03745646564006577,0.03415408149785648,3.805134882384209e-05]",,6,,,,,
explicit-c0-flow,0.10078285252786635,"[0.06375676193851483,0.126792663234077]",0.08092444956717101,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[16.0,48.0]","[18,135]",,B,boundary_size_b,,,,,,,0.8080228285033219,,fit,"[0.020508752916185813,-0.0028975190246391946,-0.015664891980577522,-0.02609640257822221,0.025457993277012037,-0.0013079326097589217]",,6,,,,,
explicit-c0-flow,0.08792332679181507,"[0.054573176245708274,0.11016986457876898]",0.0709668125447352,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[4.0,14.0]","[18,135]",,q,q,,,,,,,0.780736761477062,,fit,"[0.02169668039546835,-0.018818197925593694,-0.02648990797343842,-0.004158640874049269,0.027315879105650254,0.0004541872719627804]",,6,,,,,
explicit-c0-flow,0.05003224852636341,"[0.024812520696585044,0.0614671808367077]",0.05129648456232354,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[3.0,20.0]","[18,135]",,K,explicit_conflict_edge_count_k,,,,,,,0.7131714570771863,,fit,"[0.0072136662595667644,-0.026490147387740137,-0.03499515909890505,0.017008186192921215,0.014509333675675862,0.022754120358470686]",,6,,,,,
explicit-c0-flow,0.06815511155507477,"[0.0364643462696012,0.08403641231206868]",0.06769473671185647,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,random-connected,"[19.0,86.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.7840883290398527,,fit,"[0.014276349765300012,-0.02245919281554265,-0.03173137208302279,0.011049478723911932,0.013581225960550114,0.015283510448803383]",,6,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,random-connected,"[18.0,40.0]","[18,40]",,target_size,predeclared target size,,,,,,,,,fit,[],,3,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,random-connected,"[18.0,40.0]","[18,40]",,N,foreground_cells_n,,,,,,,,,fit,[],,3,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,random-connected,"[16.0,26.0]","[18,40]",,B,boundary_size_b,,,,,,,,,fit,[],,3,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":18},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":27},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":40},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,random-connected,"[null,null]",,,q,q,,,,,,,,,fit,[],,0,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,random-connected,"[3.0,9.0]","[18,40]",,K,explicit_conflict_edge_count_k,,,,,,,,,fit,[],,3,,,,,
exact-cover-oracle,,,,,10000,20260804,"[{""error"":0,""target_size"":60,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":90,""timeout"":0,""unsupported"":15},{""error"":0,""target_size"":135,""timeout"":0,""unsupported"":15}]",insufficient-size-levels-requires-6,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":60},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":90},{""reasons"":[""missing-size-measure-or-valid-time""],""target_size"":135}]",,random-connected,"[19.0,38.0]","[18,40]",,M,M = compressed network node count + compressed network arc count,,,,,,,,,fit,[],,3,,,,,
compact-mrd,0.08783866322065796,"[0.07356760517274855,0.09815543663663512]",0.06812727402984439,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.7840574155635354,,fit,"[0.03349105179866996,0.0033357771084787657,-0.04204274805784891,-0.012403918863530095,-0.028733996040251952,0.046353834054482235]",,6,,,,,
compact-mrd,0.04849092132364921,"[0.040673333605622794,0.05411031516900145]",0.039096204411995295,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[477.0,19593.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.8024709598925682,,fit,"[0.03356709195800178,0.002315052375070792,-0.03958033951469986,-0.010757163755489074,-0.028797193473124594,0.0432525524102374]",,6,,,,,
compact-mrd,0.08956946168097572,"[0.07502725093715831,0.10009129451982582]",0.0722695815699871,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[148.0,1092.0]","[18,135]",,B,boundary_size_b,,,,,,,0.7890789999039742,,fit,"[0.03455019244891133,0.00130447883876883,-0.04102423035912395,-0.0117178204213495,-0.028502587656046074,0.04538996714882515]",,6,,,,,
compact-mrd,0.08841976123900586,"[0.07405150353618692,0.09881700165936919]",0.07137815745159187,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[72.0,544.0]","[18,135]",,q,q,,,,,,,0.7867150980829942,,fit,"[0.03471997104784208,0.0011134629724054435,-0.041277840048586256,-0.01187462582509724,-0.0284403179726489,0.045759349826077766]",,6,,,,,
compact-mrd,0.046352856662790654,"[0.038851168738949116,0.051771725506792286]",0.037381041636516926,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[396.0,19040.0]","[18,135]",,K,explicit_conflict_edge_count_k,,,,,,,0.7949068966720603,,fit,"[0.034135239659157435,0.0017471560580482048,-0.04040117628381168,-0.011309411802997715,-0.02863702231787002,0.04446521468747022]",,6,,,,,
compact-mrd,0.08650371809187786,"[0.07243420872731295,0.09675610176023836]",0.07373442530474447,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[425.0,3411.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.7828673101814432,,fit,"[0.03624598927198974,-0.001581852058659905,-0.04159501094795459,-0.011002844679030233,-0.02800260282619149,0.04593632123983937]",,6,,,,,
explicit-hopcroft-karp,0.07991450117969608,"[0.0693528624525757,0.0957112540390891]",0.053801114061001985,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[18.0,135.0]","[18,135]",,target_size,predeclared target size,,,,,,,0.7240201593674941,,fit,"[0.024902406666562626,0.0029814471460873904,-0.0015895765963094277,-0.05117821704637393,-0.028458360773655045,0.053342300603688386]",,6,,,,,
explicit-hopcroft-karp,0.04413868872351166,"[0.038363863695142775,0.05287027104798778]",0.029972024114662092,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[477.0,19593.0]","[18,135]",,N,foreground_cells_n,,,,,,,0.741771851854312,,fit,"[0.025012168672159163,0.0020765305202097295,0.0006601651674777997,-0.049687273209258365,-0.0285402474445533,0.050478656293964974]",,6,,,,,
explicit-hopcroft-karp,0.08151811840259718,"[0.07079996045216169,0.09765641611298263]",0.05606068257113557,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[148.0,1092.0]","[18,135]",,B,boundary_size_b,,,,,,,0.7291752051681953,,fit,"[0.0258948938012189,0.0011497781268623442,-0.0006567377900523752,-0.05055943140511232,-0.028264908252424448,0.052436405519515006]",,6,,,,,
explicit-hopcroft-karp,0.0804718301509743,"[0.06989078984361152,0.09640110013244371]",0.055476868707296366,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[72.0,544.0]","[18,135]",,q,q,,,,,,,0.7269919600339916,,fit,"[0.02604947827962434,0.0009759704228500254,-0.0008875364561404808,-0.05070215435779346,-0.028208275536666605,0.05277251764813684]",,6,,,,,
explicit-hopcroft-karp,0.04218858837320042,"[0.03663952989143202,0.05053398251171037]",0.02885093339669444,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[396.0,19040.0]","[18,135]",,K,explicit_conflict_edge_count_k,,,,,,,0.7346429012915392,,fit,"[0.02552177223738994,0.0015552667568350387,-8.868038534259881e-05,-0.05018856722545806,-0.028389956569345287,0.05159016518592452]",,6,,,,,
explicit-hopcroft-karp,0.07894107378004207,"[0.06858199916323077,0.09451232651841734]",0.05597332936626922,,10000,20260804,[],empirical-over-measured-range,,,"[{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":8},{""reasons"":[""below-predeclared-fit-minimum""],""target_size"":12}]",,dense-conflict,"[425.0,3411.0]","[18,135]",,M,M = compressed network node count + compressed network arc count,,,,,,,0.7273571464060606,,fit,"[0.0276626185398392,-0.0013593900676482917,-0.0011303386713308328,-0.049948249785344956,-0.027938788804121373,0.05271414878861691]",,6,,,,,
