algorithm,binary_sha256,campaign,canonical_instance_identity,config_sha256,consumed_checksum,elapsed_ns,family,generator_parameter,host_architecture,host_binary_sha256,host_clock_resolution_ns,host_clock_source,host_compiler_profile,host_cpu_model,host_git_commit,host_git_dirty,host_logical_cpu_count,host_memory_pressure_note,host_operating_system,host_power_source,host_rustc_version,host_turbo_or_power_mode,iteration,matching_size,optimum_rectangle_count,order_position,point_identity,point_state,sample_identity,scope,size_biclique_count,size_biclique_total_vertex_occurrences_sigma,size_boundary_size_b,size_component_count,size_compressed_network_arc_count,size_compressed_network_node_count,size_explicit_conflict_edge_count_k,size_foreground_cells_n,size_height,size_horizontal_chord_count_h,size_optimum_rectangle_count,size_q,size_reflex_count,size_vertical_chord_count_v,size_width,source_commit,structure_biclique_count,structure_biclique_incidence_sigma,structure_compact_arc_count,structure_compact_estimated_structural_bytes,structure_compact_node_count,structure_explicit_c0_arc_count,structure_explicit_c0_node_count,structure_explicit_estimated_structural_bytes,structure_explicit_graph_edge_count,structure_explicit_graph_node_count,structure_max_rss_delta_bytes,target_size,timing_biclique_construction_ns,timing_chord_generation_ns,timing_chord_selection_ns,timing_compressed_network_construction_ns,timing_embedding_ns,timing_explicit_conflict_construction_ns,timing_explicit_network_construction_ns,timing_geometry_preprocessing_ns,timing_matching_ns,timing_max_flow_ns,timing_rectangle_completion_recovery_ns,timing_scope_a_total_ns,timing_scope_b_total_ns,timing_verification_ns,timing_vertex_cover_recovery_ns,vertex_cover_size,witness_checksum
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,9750,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,13,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-hopcroft-karp:13,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,,8333,,,791,,,,9750,,42,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2336709,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,14,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:compact-mrd:14,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8625,5458,41,584,458,,,1542084,,3500,652083,2336709,,68875,83,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2354833,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,14,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-hopcroft-karp:14,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5375,42,,,8125,,1549708,834,,669250,2354833,,66292,125,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2581708,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,14,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-c0-flow:14,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5500,0,,459,8167,19250,1547084,,34833,652292,2581708,,69000,750,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,253792,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,14,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-c0-flow:14,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,542,8084,19625,,,34500,,,253792,,792,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,9667,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,14,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-hopcroft-karp:14,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,,8167,,,834,,,,9667,,125,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,13625,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,14,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:compact-mrd:14,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8625,,,625,459,,,,,3459,,,13625,,84,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2625458,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,15,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-c0-flow:15,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5458,0,,458,8084,19084,1596959,,34667,649875,2625458,,66167,750,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2362042,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,15,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-hopcroft-karp:15,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5417,42,,,8333,,1566708,833,,659667,2362042,,66208,125,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2311917,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,15,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:compact-mrd:15,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8416,5291,0,584,417,,,1516542,,3542,655834,2311917,,66208,83,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,252917,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,15,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-c0-flow:15,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,458,8208,20875,,,32625,,,252917,,750,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,9500,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,15,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-hopcroft-karp:15,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,,8125,,,791,,,,9500,,42,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,13417,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,15,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:compact-mrd:15,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8458,,,583,542,,,,,3375,,,13417,,83,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2327333,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,16,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:compact-mrd:16,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8292,5292,42,542,458,,,1533500,,3458,654375,2327333,,66208,41,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2541666,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,16,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-c0-flow:16,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5500,0,,458,8167,19000,1497500,,33042,659542,2541666,,69249,750,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2346959,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,16,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-hopcroft-karp:16,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5417,42,,,8459,,1558917,916,,651917,2346959,,66167,125,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,254084,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,16,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-c0-flow:16,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,500,8083,19084,,,34417,,,254084,,750,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,9458,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,16,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-hopcroft-karp:16,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,,8000,,,834,,,,9458,,83,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,14833,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,16,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:compact-mrd:16,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,9583,,,750,458,,,,,3583,,,14833,,83,24,93a3b71e44872165
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2352667,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,17,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:compact-mrd:17,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,8792,5333,42,625,458,,,1556750,,3500,656000,2352667,,66084,125,24,93a3b71e44872165
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2382042,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,17,24,73,1,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-hopcroft-karp:17,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5250,41,,,8250,,1587875,792,,658542,2382042,,66208,125,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,199bd8d6298f2918,2600334,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,17,24,73,2,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-a:explicit-c0-flow:17,solve-from-canonical-instance,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,5542,42,,416,8208,19708,1566667,,34833,653625,2600334,,66209,750,24,93a3b71e44872165
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,bd48eb217ccfd4e5,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,d3cde31a84368907,254875,representation-crossover,12,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,17,24,73,0,sha256:2414d97d409844dba8fd4481ba864ee0467b7b041b1cdceef4b6789c3ade81e5,complete,paper-kernel-scaling:representation-crossover:128:scope-b:explicit-c0-flow:17,representation-and-solver-kernel,1,48,196,1,96,51,576,8956,98,24,73,48,96,24,98,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1,48,96,2712,51,1200,626,9600,576,48,,128,,,,,500,8208,21375,,,35000,,,254875,,750,24,93a3b71e44872165
