algorithm,binary_sha256,campaign,canonical_instance_identity,config_sha256,consumed_checksum,elapsed_ns,family,generator_parameter,host_architecture,host_binary_sha256,host_clock_resolution_ns,host_clock_source,host_compiler_profile,host_cpu_model,host_git_commit,host_git_dirty,host_logical_cpu_count,host_memory_pressure_note,host_operating_system,host_power_source,host_rustc_version,host_turbo_or_power_mode,iteration,matching_size,optimum_rectangle_count,order_position,point_identity,point_state,sample_identity,scope,size_biclique_count,size_biclique_total_vertex_occurrences_sigma,size_boundary_size_b,size_component_count,size_compressed_network_arc_count,size_compressed_network_node_count,size_explicit_conflict_edge_count_k,size_foreground_cells_n,size_height,size_horizontal_chord_count_h,size_optimum_rectangle_count,size_q,size_reflex_count,size_vertical_chord_count_v,size_width,source_commit,structure_biclique_count,structure_biclique_incidence_sigma,structure_compact_arc_count,structure_compact_estimated_structural_bytes,structure_compact_node_count,structure_explicit_c0_arc_count,structure_explicit_c0_node_count,structure_explicit_estimated_structural_bytes,structure_explicit_graph_edge_count,structure_explicit_graph_node_count,structure_max_rss_delta_bytes,target_size,timing_biclique_construction_ns,timing_chord_generation_ns,timing_chord_selection_ns,timing_compressed_network_construction_ns,timing_embedding_ns,timing_explicit_conflict_construction_ns,timing_explicit_network_construction_ns,timing_geometry_preprocessing_ns,timing_matching_ns,timing_max_flow_ns,timing_rectangle_completion_recovery_ns,timing_scope_a_total_ns,timing_scope_b_total_ns,timing_verification_ns,timing_vertex_cover_recovery_ns,vertex_cover_size,witness_checksum
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,27019916,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,5,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:5,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,26577583,,,427292,,,,27019916,,666,1024,7fbc17ac5cc790bd
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,169598250,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,5,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-c0-flow:5,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,6500,26399792,9063291,,,14871750,,,169598250,,510542,1024,7fbc17ac5cc790bd
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,246054208,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:explicit-c0-flow:6,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,90875,333,,7250,26230333,8937125,39581208,,15070500,24470416,246054208,,1959875,429250,1024,7fbc17ac5cc790bd
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,105208333,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:explicit-hopcroft-karp:6,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,92084,125,,,26276583,,40126125,432125,,24526792,105208333,,1856624,708,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,78938875,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:compact-mrd:6,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1993042,88125,84,70459,7542,,,38583875,,240583,24332542,78938875,,1877167,4208,1024,7fbc17ac5cc790bd
explicit-c0-flow,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,163795917,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-c0-flow:6,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,7583,25905375,8583416,,,14526000,,,163795917,,414708,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2359916,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:6,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1993375,,,70791,9958,,,,,238792,,,2359916,,3791,1024,7fbc17ac5cc790bd
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,28547750,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,6,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:6,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,28107875,,,426208,,,,28547750,,792,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,79327417,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,7,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:compact-mrd:7,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,2018458,91209,125,52417,7041,,,38884750,,243958,23917416,79327417,,1855501,3917,1024,7fbc17ac5cc790bd
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,26526250,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,7,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:7,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,26097750,,,413292,,,,26526250,,667,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2308791,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,7,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:7,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1966500,,,51125,7625,,,,,236417,,,2308791,,3875,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,79498334,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,8,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:compact-mrd:8,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1982875,89333,83,49666,6083,,,38801917,,236167,24456916,79498334,,1735584,3791,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2331708,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,8,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:8,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1985208,,,53500,7375,,,,,239708,,,2331708,,3917,1024,7fbc17ac5cc790bd
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,26543417,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,8,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:8,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,26099500,,,428625,,,,26543417,,584,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,79847375,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,9,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:compact-mrd:9,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1978334,88208,42,52500,6291,,,39261125,,236333,24377833,79847375,,1731084,3834,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2323334,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,9,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:9,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1976959,,,53875,6459,,,,,239209,,,2323334,,3916,1024,7fbc17ac5cc790bd
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,26414667,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,9,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:9,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,25974792,,,425125,,,,26414667,,792,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,79466166,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:compact-mrd:10,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1982125,88083,42,52375,6250,,,38848667,,235334,24391125,79466166,,1734000,3750,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2301042,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:10,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1959750,,,52292,7417,,,,,234958,,,2301042,,3750,1024,7fbc17ac5cc790bd
explicit-hopcroft-karp,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,25849708,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,10,1024,1025,1,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:explicit-hopcroft-karp:10,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,,,,,,25445458,,,390958,,,,25849708,,625,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,868b4b6222fd508e,79817334,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,1024,1025,2,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-a:compact-mrd:11,solve-from-canonical-instance,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1990333,89750,83,51375,6459,,,39002500,,241208,24404667,79817334,,1747291,3833,1024,7fbc17ac5cc790bd
compact-mrd,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,paper-kernel-scaling,0c07d3edba3eb3e9,cfb67e2f093a9523bd6f6bfc11de96f4ab63b35c2628f378e0c2aeb78edd9140,ef97c39752923213,2335125,dense-conflict,512,arm64,c73399f8142839413b550dfa725f01a2c50afa1fd233696d02425bd6e277e4a7,,std::time::Instant (platform monotonic high-resolution clock),workspace release profile,Apple M4,35b03a5a56c0ccb0fb20104115b710d12c7e6900,True,10,System-wide memory free percentage: 48%,macOS-26.5-arm64-arm-64bit-Mach-O,AC,rustc 1.89.0 (29483883e 2025-08-04),unknown,11,1024,1025,0,sha256:2e949239a2154186509aa3d8b1ea708f42dd6a6a2a0afde4051f7cc6d2596964,complete,paper-kernel-scaling:dense-conflict:512:scope-b:compact-mrd:11,representation-and-solver-kernel,1126,6647,4100,1,8695,3176,264192,266249,517,1024,1025,2048,2048,1024,517,35b03a5a56c0ccb0fb20104115b710d12c7e6900,1126,6647,8695,234088,3176,530432,266242,4243456,264192,2048,,512,1984542,,,52917,7541,,,,,242416,,,2335125,,3958,1024,7fbc17ac5cc790bd
